product_name,product_url,product_type,price,Concern List,Skin Type,ingredients,Concern List_
Aesop Chamomile Concentrate Anti-Blemish Mask 60ml,https://www.lookfantastic.com/aesop-chamomile-concentrate-anti-blemish-mask-60ml/10366573.html,Mask,£31.00,"['Acne-prone', 'Enlarged pores']",Dry,"['kaolin', 'bentonite', 'alcohol denat', 'glycerin', 'oenothera biennis flower extract', 'rosa canina flower oil', 'phenoxyethanol', 'citrus limon juice extract', 'ormenis multicaulis oil', 'rosmarinus officinalis extract', 'melaleuca alternifolia leaf extract', 'salvia officinalis', 'leptospermum petersonii oil', 'methylchloroisothiazolinone', 'methylisothiazolinone', 'limonene']","'Acne-prone', 'Enlarged pores'"
L'Oréal Paris Pure Clay Detox Face Mask 50ml,https://www.lookfantastic.com/l-oreal-paris-pure-clay-detox-face-mask-50ml/11740138.html,Mask,£7.99,"['Acne-prone', 'Enlarged pores']",Oily,"['kaolin', 'montmorillonite', 'lecithin', 'polysorbate-20', 'butylene glycol', 'propylene glycol', 'ci 77499', 'oryza sativa bran', 'moroccan lava clay', 'charcoal powder', 'caprylyl glycol', 'citric acid', 'xanthan gum', 'polyglycerin-10', 'polyglyceryl-10 myristate', 'polyglyceryl-10 stearate', 'sodium dehydroacetate', 'phenoxyethanol', 'chlorphenesin', 'linalool', 'limonene', 'parfum']","'Acne-prone', 'Enlarged pores'"
Origins Clear Improvement Active Charcoal Mask to Clear Pores 75ml,https://www.lookfantastic.com/origins-clear-improvement-active-charcoal-mask-to-clear-pores-75ml/12013399.html,Mask,£22.00,"['Acne-prone', 'Enlarged pores']",Oily,"['myrtus communis leaf extract', 'kaolin', 'bentonite', 'butylene glycol', 'montmorillonite', 'polysorbate-20', 'peg-100 stearate', 'charcoal powder', 'xanthan gum', 'lecithin', 'peg-150 distearate', 'propylene glycol stearate', 'sorbitan laurate', 'glycerin', 'propylene glycol laurate', 'simethicone', 'caprylyl glycol', 'ethylhexyl glycerin', 'hexylene glycol', 'trisodium edta', 'dehydroacetic acid', 'phenoxyethanol']","'Acne-prone', 'Enlarged pores'"
Peter Thomas Roth Cucumber Gel Mask 14ml,https://www.lookfantastic.com/peter-thomas-roth-cucumber-gel-mask-14ml/11509393.html,Mask,£6.72,['Redness'],Dry,"['butylene glycol', 'cucumis sativus extract', 'ananas sativas fruit extract', 'vaccinium myrtillus extract', 'carica papaya fruit extract', 'acer saccharum extract', 'saccharum officinarum extract', 'aloe barbadenis extract', 'chamomilla recutita flower oil', 'chamomilla recutita flower oil', 'citrus limon juice extract', 'citrus aurantium dulcis', 'mangifera indica extract', 'sodium pca', 'allantoin', 'glycerin', 'propylene glycol', 'disodium edta', 'sodium hydroxide', 'citric acid', 'carbomer', 'triethanolamine', 'polysorbate-20', 'potassium sorbate', 'sodium benzoate', 'phenoxyethanol', 'ci 19140', 'ci 42090']",'Redness'
APIVITA Express Purifying Face Mask for Oily Skin - Propolis 2x8ml,https://www.lookfantastic.com/apivita-express-purifying-face-mask-for-oily-skin-propolis-2x8ml/11902643.html,Mask,£4.00,"['Enlarged pores', 'Redness']",Dry,"['heilmoor clay', 'c12-20', 'helianthus annuus seed oil', 'magnesium aluminum silicate', 'ethylhexyl cocoate', 'montmorillonite', 'alcohol', 'sorbitol', 'glyceryl stearate', 'propolis extract', 'sideritis scardica extract', 'sideritis perfoliata extract ', 'sideritis raeseri extract', 'helichrysum italicum extract', 'citrus limon juice extract', 'helianthus annuus seed oil', 'panthenol', 'tocopherol', 'tocopheryl acetate', 'castor oil', 'citric acid', 'disodium edta', 'xanthan gum', 'ethylhexyl glycerin', 'caprylyl glycol', 'disteardimonium hectorite', 'propylene carbonate', 'phenoxyethanol', 'parfum', 'farnesol', 'hexyl cinnamal', 'limonene', 'hydroxycitronellal', 'citronellol', 'linalool', 'geraniol']","'Enlarged pores', 'Redness'"
COSRX Ultimate Nourishing Rice Overnight Spa Mask 60ml,https://www.lookfantastic.com/cosrx-ultimate-nourishing-rice-overnight-spa-mask-60ml/11540299.html,Mask,£23.00,"['Acne-prone', 'Enlarged pores', 'Redness']",Oily,"['oryza sativa bran', 'butylene glycol', 'glycerin', 'helianthus annuus seed oil', 'betaine', 'niacinamide', 'dimethicon', '1,2-hexanediol', 'cetearyl olivate', 'sorbitan olivate', 'elaeis guineensis oil', 'elaeis guineensis oil', 'hydroxyethyl acrylate/sodium acryloyldimethyl taurate', 'cetearyl alcohol', 'ethylhexyl glycerin', 'arganine', 'carbomer', 'allantoin', 'xanthan gum']","'Acne-prone', 'Enlarged pores', 'Redness'"
REN Clean Skincare Evercalm Ultra Comforting Rescue Mask,https://www.lookfantastic.com/ren-clean-skincare-evercalm-ultra-comforting-rescue-mask/11381174.html,Mask,£32.00,['Redness'],Dry,"['glycerin', 'cetearyl alcohol', 'caprylyl caprylate/coco-caprylate', 'olus oil', 'lactobacillus', 'butyrospermum parkii', 'helianthus annuus seed oil', 'simmondsia chinensis leaf extract', 'cetearyl glucoside', 'propanediol', 'algae extract', 'cetyl alcohol', 'lactobacillus', 'alpha-glucan oligosaccharide', 'parfum', 'tocopheryl acetate', 'capric triglyceride', 'panthenol', 'carbomer', 'vaccinium vitis-idaea seed oil', 'xanthan gum', 'arnica montana extract', 'camelina sativa seed oil', 'cocos nucifera fruit extract', 'tocopherol', 'magnesium carboxymethyl beta-glucan', 'malachite extract', 'albatrellus ovinus extract', 'laminaria ochroleuca extract', 'glucose', 'phenoxyethanol', 'helianthus annuus seed oil', 'citric acid', 'sodium hydroxide', 'rosmarinus officinalis extract', 'citronellol', 'geraniol', 'limonene', 'linalool', '']",'Redness'
Erno Laszlo Multi-Task Eye Serum Mask (6 Pack),https://www.lookfantastic.com/erno-laszlo-multi-task-eye-serum-mask-6-pack/11640755.html,Mask,£35.00,"['Acne-prone', 'Enlarged pores', 'Redness']",Oily,"['glycerin', 'butylene glycol', 'niacinamide', 'ceratonia siliqua gum', 'chondrus crispus extract', 'allantoin', 'castor oil', 'centella asiatica extract', 'ethylhexyl glycerin', 'saccharide isomerate', 'disodium edta', 'dipotassium glycyrrhizate', '1,2-hexanediol', 'sodium citrate', 'sodium hyaluronate', 'citric acid', 'potassium hydroxide', 'chlorella vulgaris extract', 'parfum', 'phenoxyethanol']","'Acne-prone', 'Enlarged pores', 'Redness'"
Holika Holika Baby Silky Hand Mask Sheet,https://www.lookfantastic.com/holika-holika-baby-silky-hand-mask-sheet/11693582.html,Mask,£3.95,"['Acne-prone', 'Enlarged pores']",Oily,"['dimethicon', 'butylene glycol', 'glycerin', 'alcohol', 'paraffinum liquidum', 'cetyl ethylhexanoate', 'betaine', 'tocopheryl acetate', 'urea', 'butyrospermum parkii', 'trehalose', 'carica papaya fruit extract', 'sodium hyaluronate', 'chamomilla recutita flower oil', 'aloe barbadenis extract', 'persea gratissima oil', 'olea europaea fruit oil', 'mel', 'punica granatum seed oil', 'lactis proteinum', 'salicylic acid', 'cyclopentasiloxane', 'cetearyl glucoside', 'polyacrylate-13', 'polyisobutene', 'cetearyl alcohol', 'glyceryl stearate', 'peg-100 stearate', 'polysorbate-20', 'polyglyceryl-3 methylglucose distearate', 'acrylates/c10-30 alkyl', 'triethanolamine', 'disodium edta', 'phenoxyethanol', 'methylparaben', 'propylparaben', 'parfum']","'Acne-prone', 'Enlarged pores'"
BARBER PRO Face Putty Black Peel-Off Mask with Activated Charcoal (3 Applications),https://www.lookfantastic.com/barber-pro-face-putty-black-peel-off-mask-with-activated-charcoal-3-applications/11432729.html,Mask,£4.95,"['Acne-prone', 'Enlarged pores']",Oily,"['alcohol denat', 'polyvinyl alcohol', 'castor oil', 'glycerin', 'cellulose gum', 'charcoal powder', 'phenoxyethanol', 'chlorphenesin', 'parfum', 'ethylhexyl glycerin', 'sodium magnesium silicate', 'algin', 'trehalose', 'caprylyl glycol', 'polyglycerin-10', 'polyglyceryl-10 stearate', 'polyglyceryl-10 myristate', 'disodium edta', 'citric acid', 'sodium dehydroacetate', 'vitis vinifera extract', 'butylene glycol', 'maris aqua', 'lavandula angustifolia', 'fragaria chiloensis (strawberry) fruit extract', 'ginkgo biloba extract', 'citrus aurantium dulcis', 'camellia sinensis extract', 'melaleuca alternifolia leaf extract', 'citrus limon juice extract', 'sodium benzoate', 'potassium sorbate']","'Acne-prone', 'Enlarged pores'"
FOREO UFO Activated Masks - Call It a Night (7 Pack),https://www.lookfantastic.com/foreo-ufo-activated-masks-call-it-a-night-7-pack/11740181.html,Mask,£9.99,['Redness'],Dry,"['metlclylpropanediol', 'glycerin', 'panthenol', 'hydroxyacetophenone', 'betaine', 'carbomer', 'arganine', 'hydroxyethyl acrylate/sodium acryloyldimethyl taurate', 'butylene glycol', 'olea europaea fruit oil', 'hydroxyethyl cellulose', 'dipropylene glycol', 'parfum', 'sorbitan isostearate', 'polysorbate 60', 'crataegus oxyacantha fruit extract', 'gelidium cartilagineum extract', 'panax ginseng root extract']",'Redness'
Peter Thomas Roth Cucumber Gel Mask 150ml,https://www.lookfantastic.com/peter-thomas-roth-cucumber-gel-mask-150ml/10365298.html,Mask,£41.60,['Redness'],Dry,"['propylene glycol', 'cucumis sativus extract', 'carica papaya fruit extract', 'ananas sativas fruit extract', 'aloe barbadenis extract', 'vaccinium myrtillus extract', 'saccharum officinarum extract', 'acer saccharum extract', 'chamomilla recutita flower oil', 'chamomilla recutita flower oil', 'citrus limon juice extract', 'citrus aurantium dulcis', 'glycerin', 'sodium pca', 'allantoin', 'disodium edta', 'sodium polyacrylate', 'triethanolamine', 'carbomer', 'polysorbate-20', 'diazolidinyl urea', 'methylparaben', 'propylparaben', 'ci 19140', 'ci 42090']",'Redness'
Peter Thomas Roth Cucumber Hydra-Gel Eye Masks 60 masks,https://www.lookfantastic.com/peter-thomas-roth-cucumber-hydra-gel-eye-masks-60-masks/11381908.html,Mask,£41.00,"['Acne-prone', 'Fine lines/wrinkles (aging)', 'Enlarged pores', 'Redness', 'Bags under eyes']",Oily,"['glycerin', 'carrageenan', 'dipropylene glycol', 'ceratonia siliqua gum', 'cucumis sativus extract', 'aloe barbadenis extract', 'caffeinee', 'arnica montana extract', 'sodium hyaluronate', 'hydrolyzed collagen', 'chamomilla recutita flower oil', 'camellia sinensis extract', 'tocopheryl acetate', 'niacinamide', 'adenosine', 'allantoin', 'maltodextrin', 'ethylhexyl glycerin', 'butylene glycol', 'calcium lactate', 'castor oil', 'xanthan gum', 'dextrin', 'potassium chloride', 'disodium edta', 'castor oil', 'chlorphenesin', 'phenoxyethanol', 'ci 77019', 'parfum', 'ci 19140', 'ci 42090']","'Acne-prone', 'Enlarged pores', 'Redness', 'Bags under eyes'"
APIVITA Express Moisturizing Face Mask - Honey 2x8ml,https://www.lookfantastic.com/apivita-express-moisturizing-face-mask-honey-2x8ml/11902640.html,Mask,£4.00,['Redness'],Dry,"['glycerin', 'propanediol', 'hydroxypropyl cyclodextrin', 'sorbitol', 'propanediol', 'butyrospermum parkii', 'sodium acrylates copolymer', 'panthenol', 'mel', 'olea europaea fruit oil', 'hydrolyzed wheat protein', 'helianthus annuus seed oil', 'sideritis perfoliata extract', 'sodium hyaluronate', 'sideritis scardica extract', 'hydrolyzed wheat starch', 'commiphora myrrha oil', 'sideritis raeseri extract', 'hydroxyacetophenone', 'tocopheryl acetate', 'pentylene glycol', 'lecithin', 'ethylhexyl glycerin', 'sodium hydroxide', 'tocopherol', 'disodium edta', 'parfum', 'benzyl salicylate', 'linalool', 'limonene', 'citronellol', 'geraniol', 'alpha-isomethyl ionone', 'hydroxycitronellal', 'cinnamyl alcohol', 'citral', 'benzyl alcohol']",'Redness'
Neutrogena Radiance Boost Hydrogel Recovery Mask 30ml,https://www.lookfantastic.com/neutrogena-radiance-boost-hydrogel-recovery-mask-30ml/11671610.html,Mask,£3.50,"['Acne-prone', 'Enlarged pores']",Oily,"['dipropylene glycol', 'propanediol', 'niacinamide', 'chondrus crispus extract', 'rubus fruticosus leaf extract', 'maltodextrin', 'tocopherol', 'plukenetia volubilis oil', 'castor oil', 'sucrose cocoate', 'ceratonia siliqua gum', 'potassium chloride', 'xanthan gum', 'disodium edta', 'trisodium edta', 'chlorphenesin', 'phenoxyethanol', 'parfum', 'linalool', 'benzyl salicylate', 'alpha-isomethyl ionone', 'hexyl cinnamal', 'citronellol', 'ci 14700', 'ci 19140']","'Acne-prone', 'Enlarged pores'"
Chantecaille Bio Lift Mask - 50ml,https://www.lookfantastic.com/chantecaille-bio-lift-mask-50ml/11219032.html,Mask,£148.00,"['Fine lines/wrinkles (aging)', 'Redness', 'Bags under eyes']",Dry,"['rosa damascena', 'propanediol', 'capric triglyceride', 'glycerin', 'coco-caprylate', 'c12-20', 'potassium cetyl phosphate', 'carbomer', 'saccharide isomerate', 'phenoxyethanol', 'titanium dioxide', 'ethylhexyl glycerin', 'c12-13', 'prunus armeniaca fruit extract', 'sodium hydroxide', 'citrus aurantium dulcis', 'pullulan', 'imperata cylindrica root extract', 'chondrus crispus extract', 'propylene glycol', 'disodium edta', 'triticum vulgare bran extract', 'bisabolol', 'pentylene glycol', 'tocopheryl acetate', 'butylene glycol', 'algae extract', 'rosa damascena', 'sodium hyaluronate', 'citronellol', 'peg-8', 'acacia decurrens wax', 'jasminum grandiflorum flower extract', 'narcissus poeticus flower wax', 'pelargonium graveolens extract', 'citric acid', 'sodium citrate', 'geraniol', 'caprylyl glycol', 'centella asiatica extract', 'tocopherol', 'saxifraga sarmentosa extract', 'sodium benzoate', 'ascorbyl palmitate', 'potassium sorbate', 'linalool', 'acetyl hexapeptide-8', 'acrylates/c10-30 alkyl', 'ascorbic acid']"," 'Redness', 'Bags under eyes'"
Rodial Dragon's Blood Eye Mask Single,https://www.lookfantastic.com/rodial-dragon-s-blood-eye-mask-single/11330916.html,Mask,£6.00,"['Fine lines/wrinkles (aging)', 'Redness']",Dry,"['butylene glycol', 'glycerin', 'propanediol', 'croton lechleri resin extract', 'olea europaea fruit oil', 'phenoxyethanol', 'ethylhexyl glycerin', 'scutellaria baicalensis extract', 'carbomer', 'arganine', 'glyceryl caprylate', 'xanthan gum', 'panthenol', 'arnica montana extract', 'sodium citrate', 'polysorbate-20', 'sodium hyaluronate', 'tocopheryl acetate', 'allantoin', 'disodium edta', 'parfum', 'hydrolyzed collagen', 'morus alba bark extract', 'hamamelis virginiana', 'pentylene glycol']", 'Redness'
Origins Out of Trouble 10 Minute Mask to Rescue Problem Skin 75ml,https://www.lookfantastic.com/origins-out-of-trouble-10-minute-mask-to-rescue-problem-skin-75ml/12013398.html,Mask,£22.00,"['Acne-prone', 'Enlarged pores']",Oily,"['cetyl esters', 'zinc oxide', 'titanium dioxide', 'cetyl alcohol', 'cetearyl alcohol', 'glycerin', 'glyceryl stearate', 'peg-100 stearate', 'camphor', 'ceteareth 20', 'salicylic acid', 'colloidal sulfur', 'butylene glycol', 'bentonite', 'caprylyl glycol', 'hexylene glycol', 'phenoxyethanol']","'Acne-prone', 'Enlarged pores'"
Dr.Jart+ Cicapair Tiger Grass Calming Mask,https://www.lookfantastic.com/dr.jart-cicapair-tiger-grass-calming-mask/12273431.html,Mask,£5.50,"['Acne-prone', 'Enlarged pores', 'Redness']",Oily,"['butylene glycol', 'glycerin', 'niacinamide', '1,2-hexanediol', 'melia azadirachta flower extract', 'carbomer', 'polyglyceryl-10 laurate', 'arganine', 'dextrin', 'allantoin', 'dipotassium glycyrrhizate', 'hydroxyethyl cellulose', 'melia azadirachta flower extract', 'polyglyceryl-10 myristate', 'caramel', 'ethylhexyl glycerin', 'adenosine', 'disodium edta', 'glyceryl acrylate/acrylic acid copolymer', 'pvm/ma', 'parfum', 'sodium hyaluronate', 'capric triglyceride', 'anthemis nobilis flower water', 'citrus aurantium bergamia', 'lavandula angustifolia', 'rosmarinus officinalis extract', 'methyl lactate', 'ethyl menthane carboxamide', 'methyl diisopropyl propionamide', 'hydrogenated lecithin', 'polyglyceryl-10 oleate', 'asiatic acid', 'asiaticoside', 'madecassic acid', 'centella asiatica extract', 'madecassoside']","'Acne-prone', 'Enlarged pores', 'Redness'"
Holika Holika Skin Rescuer Mask Sheet - Collagen,https://www.lookfantastic.com/holika-holika-skin-rescuer-mask-sheet-collagen/11693490.html,Mask,£3.95,"['Fine lines/wrinkles (aging)', 'Redness']",Dry,"['glycerin', 'isopentyldiol', 'dipropylene glycol', 'butylene glycol', 'centella asiatica extract', 'paeonia suffruticosa extract', 'sodium hyaluronate', '1,2-hexanediol', 'castor oil', 'chamomilla recutita flower oil', 'carbomer', 'arganine', 'glyceryl caprylate', 'hydroxyethyl cellulose', 'ethylhexyl glycerin', 'hydrolyzed collagen', 'citrus aurantium dulcis', 'citrus grandis', 'salvia officinalis', 'malva sylvestris extract', 'citrus limon juice extract', 'scabiosa arvensis extract', 'lavandula angustifolia', 'pelargonium graveolens extract', 'ocimum basilicum (basil) oil', 'rosmarinus officinalis extract', 'salvia sclarea', 'glycosphingolipids', 'glycolipids', 'caprylyl glycol', 'acetyl hexapeptide-8', 'disodium edta']", 'Redness'
AHAVA Single Use Clearing Mask 6ml,https://www.lookfantastic.com/ahava-single-use-clearing-mask-6ml/12054113.html,Mask,£2.36,"['Acne-prone', 'Enlarged pores', 'Redness']",Dry,"['kaolin', 'glycerin', 'aloe barbadenis extract', 'glyceryl stearate', 'propanediol', 'synthetic fluorphlogopite', 'silt', 'titanium dioxide', 'ci 77861', 'butylene glycol', 'calendula officinalis extract', '10-hydroxydecanoic acid', 'sebacic acid', 'caprylyl glycol', 'chlorphenesin', 'phenoxyethanol', 'bisabolol', 'simmondsia chinensis leaf extract', 'xanthan gum', 'magnesium aluminum silicate', 'linum usitatissimum flower extract', 'sodium levulinate', 'honokiol', 'magnolol', '1,2-hexanediol', 'silica', 'ci 77007', 'allantoin', 'parfum', 'dipotassium glycyrrhizate', 'maris sal', 'maris aqua', 'tetrahydropiperine', 'ci 77510']","'Acne-prone', 'Enlarged pores', 'Redness'"
FARMACY Honey Potion Renewing Antioxidant Hydration Mask,https://www.lookfantastic.com/farmacy-honey-potion-renewing-antioxidant-hydration-mask/11787598.html,Mask,£36.00,['Redness'],Dry,"['glycerin', 'diglycerin', 'polyglyceryl-10 stearate', 'mel', 'propolis extract', 'royal jelly', 'panthenol', 'capric triglyceride', 'hippophae rhamnoides extract', 'zingiber officinale root extract', 'allantoin', 'phenoxyethanol', 'echinacea purpurea extract', 'mel', 'aroma', 'vanillyl butyl ether']",'Redness'
Liz Earle Deep Cleansing Mask 75ml,https://www.lookfantastic.com/liz-earle-deep-cleansing-mask-75ml/12540067.html,Mask,£19.00,"['Acne-prone', 'Enlarged pores']",Dry,"['aloe barbadenis extract', 'kaolin', 'mel', 'illite', 'glycerin', 'glyceryl stearate se', 'propolis cera (propolis wax)', 'bentonite', 'alcohol', 'xanthan gum', 'pelargonium graveolens extract', 'phenoxyethanol', 'decyl glucoside', 'sodium hydroxide', 'ethylhexyl glycerin', 'benzoic acid', 'dehydroacetic acid', 'citronellol', 'potassium sorbate', 'citric acid']","'Acne-prone', 'Enlarged pores'"
Vichy Quenching Mineral Mask Duo Sachet 2 x 6ml,https://www.lookfantastic.com/vichy-quenching-mineral-mask-duo-sachet-2-x-6ml/11489285.html,Mask,£3.00,"['Acne-prone', 'Enlarged pores']",Oily,"['glycerin', 'alcohol denat', 'niacinamide', 'dipropylene glycol', 'pentylene glycol', 'butylene glycol', 'peg-8', 'peg/ppg/polybutylene glycol-8/5/3 glycerin', 'castor oil', 'ci 61570', 'carbomer', 'triethanolamine', 'phenoxyethanol', 'ammonium polyacryloyldmethyl taurate', 'tetrasodium edta', 'menthoxypropanediol', 't-butyl alcohol', 'parfum']","'Acne-prone', 'Enlarged pores'"
AHAVA Single Use Mud Mask 8ml,https://www.lookfantastic.com/ahava-single-use-mud-mask-8ml/12054135.html,Mask,£2.36,"['Acne-prone', 'Enlarged pores', 'Redness']",Dry,"['kaolin', 'silt', 'cocamide mea', 'dmdm hydantoin', 'sodium lauroamphoacetate', 'sodium trideceth sulfate', 'propanediol', 'glyceryl stearate', 'ethylhexyl palmitate', 'aloe barbadenis extract', 'propylene glycol', 'glycerin', 'simmondsia chinensis leaf extract', 'ceteareth-30', 'cetearyl alcohol', 'maris aqua', 'sodium lactate', 'zinc oxide', 'caprylyl glycol', 'chlorphenesin', 'phenoxyethanol', 'panthenol', 'chamomilla recutita flower oil', 'stearyl alcohol', 'magnesium aluminum silicate', 'hydroxyethyl cellulose', 'peg-40 stearate', 'allantoin', 'lactic acid', 'dimethicon', 'sorbitan tristearate', 'xanthan gum', 'peg-5 cocoate', 'peg-8 dicocoate', 'peg-9', 'iodopropynyl butylcarbamate', 'triclosan', 'methylisothiazolinone', 'bha', 'tocopherol']","'Acne-prone', 'Enlarged pores', 'Redness'"
Sanctuary Spa Charcoal Bubble Sheet Mask 22g,https://www.lookfantastic.com/sanctuary-spa-charcoal-bubble-sheet-mask-22g/11794090.html,Mask,£5.00,['Redness'],Dry,"['dipropylene glycol', 'glycerin', 'methyl perfluoroisobutyl ether', 'methyl perfluoroisobutyl ether', 'disodium cocoamphodiacetate', 'cocamidopropyl betaine', 'sodium chloride', 'betaine', 'butylene glycol', 'paeonia suffruticosa extract', 'centella asiatica extract', 'sodium polyacrylate', '1,2-hexanediol', 'hexylene glycol', 'xanthan gum', 'chamomilla recutita flower oil', 'glyceryl caprylate', 'parfum', 'ethylhexyl glycerin', 'disodium edta', 'citrus grandis', 'origanum vulgare', 'chamaecyparis obtusa extract', 'salix alba extract', 'citrus aurantifolia oil', 'citrus limon juice extract', 'pyrus malus flower extract', 'citrus aurantium dulcis', 'vitis vinifera extract', 'lactobacillus', 'portulaca oleracea extract', 'scutellaria baicalensis extract', 'cinnamomum cassia oil', 'phenoxyethanol', 'limonene', 'hexyl cinnamal', 'linalool']",'Redness'
MAGICSTRIPES Lifting Collagen Mask (1 Mask),https://www.lookfantastic.com/magicstripes-lifting-collagen-mask-1-mask/11422050.html,Mask,£8.00,"['Fine lines/wrinkles (aging)', 'Bags under eyes']",Dry,"['sodium polyacrylate', 'butylene glycol', 'glycerin', 'hydrolyzed collagen', 'caffeinee', 'tocopherol', 'ascorbic acid', 'avena sativa kernel extract', 'aroma']", 'Bags under eyes'
NIP+FAB Retinol Fix Sheet Mask 10g,https://www.lookfantastic.com/nip-fab-retinol-fix-sheet-mask-10g/12192676.html,Mask,£7.95,"['Fine lines/wrinkles (aging)', 'Bags under eyes']",Dry,"['glycerin', 'butylene glycol', 'pentaerythrityl tetra-di-t-butyl hydroxyhydrocinnamate', '1,2-hexanediol', 'hydroxyacetophenone', 'cetyl ethylhexanoate', 'cetearyl alcohol', 'betaine', 'glyceryl stearate', 'dimethicon', 'adenosine', 'c14-22', 'trehalose', 'acrylates/c10-30 alkyl', 'arganine', 'dipotassium glycyrrhizate', 'c12-20', 'capric triglyceride', 'sodium hyaluronate', 'parfum', 'glyceryl acrylate/acrylic acid copolymer', 'leontopodium alpinum callus culture extract', 'cocos nucifera fruit extract', 'cocos nucifera fruit extract', 'polysorbate-20', 'polycaprolactone', 'retinol', 'lecithin', 'palmitoyl tripeptide-5', 'ceramide np', 'sodium magnesium silicate', 'phaseolus radiatus seed extract', 'bht', 'glucose', 'avena sativa kernel extract']", 'Bags under eyes'
Origins Clear Improvement Charcoal Honey Mask to Purify and Nourish 75ml,https://www.lookfantastic.com/origins-clear-improvement-charcoal-honey-mask-to-purify-and-nourish-75ml/11862064.html,Mask,£30.00,"['Acne-prone', 'Enlarged pores', 'Bags under eyes']",Oily,"['butylene glycol', 'bentonite', 'montmorillonite', 'mel', 'polysorbate-20', 'peg-100 stearate', 'polybutene', 'simmondsia chinensis leaf extract', 'lavandula angustifolia', 'citrus limon juice extract', 'cananga odorata flower oil', 'mentha viridis extract', 'rosmarinus officinalis extract', 'eugenia', 'gaultheria procumbens extract', 'citrus aurantium amara flower water', 'triethyl citrate', 'ethyl phenylacetate', 'limonene', 'linalool', 'eugenol', 'citral', 'benzyl benzoate', 'faex extract', 'kaolin', 'charcoal powder', 'caffeinee', 'sodium hyaluronate', 'glycerin', 'trehalose', 'lecithin', 'ethylhexyl glycerin', 'xanthan gum', 'caprylyl glycol', 'peg-150 distearate', 'silica', 'hexylene glycol', 'disodium edta', 'tetrasodium edta', 'dehydroacetic acid', 'phenoxyethanol', 'ci 77019', 'titanium dioxide', 'ci 77491', 'ci 77492', 'ci 77499']","'Acne-prone', 'Enlarged pores', 'Bags under eyes'"
Filorga Hydra-Filler Mask 23g,https://www.lookfantastic.com/filorga-hydra-filler-mask-23g/11395502.html,Mask,£10.00,"['Acne-prone', 'Enlarged pores']",Oily,"['glycerin', 'pentylene glycol', 'xanthan gum', 'polysorbate-20', 'sodium hyaluronate', 'sodium pca', 'sodium lactate', 'parfum', 'tetrasodium glutamate diacetate', 'citric acid', 'aloe barbadenis extract', 'fructose', 'glycine', 'niacinamide', 'sodium benzoate', 'urea', 'sodium hydroxide', 'inositol']","'Acne-prone', 'Enlarged pores'"
Bulldog Oil Control Face Mask 100ml,https://www.lookfantastic.com/bulldog-oil-control-face-mask-100ml/11393163.html,Mask,£4.50,"['Acne-prone', 'Enlarged pores']",Dry,"['kaolin', 'glycerin', 'decyl glucoside', 'montmorillonite', 'phenoxyethanol', 'xanthan gum', 'hamamelis virginiana', 'chlorphenesin', 'parfum', 'disodium edta', 'alcohol', 'sodium dehydroacetate', 'salix alba extract', 'limonene', 'juniperus communis fruit extract', 'potassium sorbate', 'sodium benzoate', 'citric acid', 'sodium hydroxide']","'Acne-prone', 'Enlarged pores'"
MAGICSTRIPES Chin & Cheek Lifting Mask (1 Mask),https://www.lookfantastic.com/magicstripes-chin-cheek-lifting-mask-1-mask/11422054.html,Mask,£10.00,"['Fine lines/wrinkles (aging)', 'Bags under eyes']",Dry,"['sodium polyacrylate', 'butylene glycol', 'glycerin', 'hydrolyzed collagen', 'caffeinee', 'tocopherol', 'ascorbic acid', 'avena sativa kernel extract', 'aroma']", 'Bags under eyes'
APIVITA Express Line Reducing Face Mask - Grape 2x8ml,https://www.lookfantastic.com/apivita-express-line-reducing-face-mask-grape-2x8ml/11902647.html,Mask,£4.00,['Redness'],Dry,"['glycerin', 'hydrogenated olus oil', 'cetearyl alcohol', 'dipalmitoyl hydroxyproline', 'biosaccharide', 'olea europaea fruit oil', 'dicaprylyl carbonate', 'vitis vinifera extract', 'caprylyl glycol', 'tocopheryl acetate', 'cetearyl glucoside', 'mannitol', 'ethylhexyl glycerin', 'decyl glucoside', 'helianthus annuus seed oil', 'cellulose', 'polyglyceryl-10 stearate', 'phospholipid', 'cetyl palmitate', 'sorbitan olivate', 'sorbitan palmitate', 'allantoin', 'bisabolol', 'tocopherol', 'disodium edta', 'camellia sinensis extract', 'sodium hyaluronate', 'retinyl palmitate', 'ubiquinone', 'sodium acrylates copolymer', 'hydrogenated polyisobutene', 'phenoxyethanol', 'panthenol', 'xanthan gum', 'rosa damascena', 'pogostemon cablin flower extract', 'parfum', 'geraniol', 'hydroxycitronellal', 'linalool', 'hexyl cinnamal', 'limonene', 'alpha-isomethyl ionone', 'citronellol', 'benzyl salicylate', 'hydroxypropyl methylcellulose', 'ci 77491', 'ci 77492', 'titanium dioxide']",'Redness'
